"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee"
"606","E0",2015-01-31,"Stoke","QPR",3,1,"H",2,1,"H","M Dean"
"607","E0",2015-01-31,"Sunderland","Burnley",2,0,"H",2,0,"H","L Mason"
"608","E0",2015-01-31,"West Brom","Tottenham",0,3,"A",0,2,"A","K Friend"
"609","E0",2015-02-01,"Arsenal","Aston Villa",5,0,"H",1,0,"H","A Taylor"
"610","E0",2015-02-01,"Southampton","Swansea",0,1,"A",0,0,"D","M Oliver"
"611","E0",2015-02-07,"Aston Villa","Chelsea",1,2,"A",0,1,"A","N Swarbrick"
"612","E0",2015-02-07,"Everton","Liverpool",0,0,"D",0,0,"D","A Taylor"
"613","E0",2015-02-07,"Leicester","Crystal Palace",0,1,"A",0,0,"D","L Mason"
"614","E0",2015-02-07,"Man City","Hull",1,1,"D",0,1,"A","J Moss"
"615","E0",2015-02-07,"QPR","Southampton",0,1,"A",0,0,"D","R East"
"616","E0",2015-02-07,"Swansea","Sunderland",1,1,"D",0,1,"A","P Dowd"
"617","E0",2015-02-07,"Tottenham","Arsenal",2,1,"H",0,1,"A","M Atkinson"
"618","E0",2015-02-08,"Burnley","West Brom",2,2,"D",2,1,"H","M Dean"
"619","E0",2015-02-08,"Newcastle","Stoke",1,1,"D",0,0,"D","K Friend"
"620","E0",2015-02-08,"West Ham","Man United",1,1,"D",0,0,"D","M Clattenburg"
"621","E0",2015-02-10,"Arsenal","Leicester",2,1,"H",2,0,"H","M Jones"
"622","E0",2015-02-10,"Hull","Aston Villa",2,0,"H",1,0,"H","M Oliver"
"623","E0",2015-02-10,"Liverpool","Tottenham",3,2,"H",1,1,"D","P Dowd"
"624","E0",2015-02-10,"Sunderland","QPR",0,2,"A",0,2,"A","M Atkinson"
"625","E0",2015-02-11,"Chelsea","Everton",1,0,"H",0,0,"D","J Moss"
"626","E0",2015-02-11,"Crystal Palace","Newcastle",1,1,"D",0,1,"A","A Marriner"
"627","E0",2015-02-11,"Man United","Burnley",3,1,"H",2,1,"H","K Friend"
"628","E0",2015-02-11,"Southampton","West Ham",0,0,"D",0,0,"D","C Pawson"
"629","E0",2015-02-11,"Stoke","Man City",1,4,"A",1,1,"D","L Mason"
"630","E0",2015-02-11,"West Brom","Swansea",2,0,"H",0,0,"D","R Madley"
"631","E0",2015-02-21,"Aston Villa","Stoke",1,2,"A",1,1,"D","R East"
"632","E0",2015-02-21,"Chelsea","Burnley",1,1,"D",1,0,"H","M Atkinson"
"633","E0",2015-02-21,"Crystal Palace","Arsenal",1,2,"A",0,2,"A","M Clattenburg"
"634","E0",2015-02-21,"Hull","QPR",2,1,"H",1,1,"D","A Taylor"
"635","E0",2015-02-21,"Man City","Newcastle",5,0,"H",3,0,"H","C Foy"
"636","E0",2015-02-21,"Sunderland","West Brom",0,0,"D",0,0,"D","M Jones"
"637","E0",2015-02-21,"Swansea","Man United",2,1,"H",1,1,"D","N Swarbrick"
"638","E0",2015-02-22,"Everton","Leicester",2,2,"D",0,0,"D","P Dowd"
"639","E0",2015-02-22,"Southampton","Liverpool",0,2,"A",0,1,"A","K Friend"
"640","E0",2015-02-22,"Tottenham","West Ham",2,2,"D",0,1,"A","J Moss"
"641","E0",2015-02-28,"Burnley","Swansea",0,1,"A",0,0,"D","J Moss"
"642","E0",2015-02-28,"Man United","Sunderland",2,0,"H",0,0,"D","R East"
"643","E0",2015-02-28,"Newcastle","Aston Villa",1,0,"H",1,0,"H","L Mason"
"644","E0",2015-02-28,"Stoke","Hull",1,0,"H",0,0,"D","N Swarbrick"
"645","E0",2015-02-28,"West Brom","Southampton",1,0,"H",1,0,"H","P Dowd"
"646","E0",2015-02-28,"West Ham","Crystal Palace",1,3,"A",0,1,"A","M Dean"
"647","E0",2015-03-01,"Arsenal","Everton",2,0,"H",1,0,"H","A Marriner"
"648","E0",2015-03-01,"Liverpool","Man City",2,1,"H",1,1,"D","M Clattenburg"
"649","E0",2015-03-03,"Aston Villa","West Brom",2,1,"H",1,0,"H","J Moss"
"650","E0",2015-03-03,"Hull","Sunderland",1,1,"D",1,0,"H","M Dean"
"651","E0",2015-03-03,"Southampton","Crystal Palace",1,0,"H",0,0,"D","M Atkinson"
"652","E0",2015-03-04,"Liverpool","Burnley",2,0,"H",1,0,"H","L Mason"
"653","E0",2015-03-04,"Man City","Leicester",2,0,"H",1,0,"H","R Madley"
"654","E0",2015-03-04,"Newcastle","Man United",0,1,"A",0,0,"D","A Taylor"
"655","E0",2015-03-04,"QPR","Arsenal",1,2,"A",0,0,"D","K Friend"
"656","E0",2015-03-04,"Stoke","Everton",2,0,"H",1,0,"H","M Clattenburg"
"657","E0",2015-03-04,"Tottenham","Swansea",3,2,"H",1,1,"D","M Oliver"
"658","E0",2015-03-04,"West Ham","Chelsea",0,1,"A",0,1,"A","A Marriner"
"659","E0",2015-03-07,"QPR","Tottenham",1,2,"A",0,1,"A","C Pawson"
"660","E0",2015-03-14,"Arsenal","West Ham",3,0,"H",1,0,"H","A Taylor"
"661","E0",2015-03-14,"Burnley","Man City",1,0,"H",0,0,"D","A Marriner"
"662","E0",2015-03-14,"Crystal Palace","QPR",3,1,"H",3,0,"H","L Mason"
"663","E0",2015-03-14,"Leicester","Hull",0,0,"D",0,0,"D","J Moss"
"664","E0",2015-03-14,"Sunderland","Aston Villa",0,4,"A",0,4,"A","N Swarbrick"
"665","E0",2015-03-14,"West Brom","Stoke",1,0,"H",1,0,"H","M Oliver"
"666","E0",2015-03-15,"Chelsea","Southampton",1,1,"D",1,1,"D","M Dean"
"667","E0",2015-03-15,"Everton","Newcastle",3,0,"H",1,0,"H","M Atkinson"
"668","E0",2015-03-15,"Man United","Tottenham",3,0,"H",3,0,"H","M Clattenburg"
"669","E0",2015-03-16,"Swansea","Liverpool",0,1,"A",0,0,"D","R East"
"670","E0",2015-03-21,"Aston Villa","Swansea",0,1,"A",0,0,"D","R Madley"
"671","E0",2015-03-21,"Man City","West Brom",3,0,"H",2,0,"H","N Swarbrick"
"672","E0",2015-03-21,"Newcastle","Arsenal",1,2,"A",0,2,"A","M Jones"
"673","E0",2015-03-21,"Southampton","Burnley",2,0,"H",1,0,"H","R East"
"674","E0",2015-03-21,"Stoke","Crystal Palace",1,2,"A",1,2,"A","A Marriner"
"675","E0",2015-03-21,"Tottenham","Leicester",4,3,"H",2,1,"H","M Dean"
"676","E0",2015-03-21,"West Ham","Sunderland",1,0,"H",0,0,"D","L Mason"
"677","E0",2015-03-22,"Hull","Chelsea",2,3,"A",2,2,"D","M Oliver"
"678","E0",2015-03-22,"Liverpool","Man United",1,2,"A",0,1,"A","M Atkinson"
"679","E0",2015-03-22,"QPR","Everton",1,2,"A",0,1,"A","J Moss"
"680","E0",2015-04-04,"Arsenal","Liverpool",4,1,"H",3,0,"H","A Taylor"
"681","E0",2015-04-04,"Chelsea","Stoke",2,1,"H",1,1,"D","J Moss"
"682","E0",2015-04-04,"Everton","Southampton",1,0,"H",1,0,"H","L Mason"
"683","E0",2015-04-04,"Leicester","West Ham",2,1,"H",1,1,"D","M Clattenburg"
"684","E0",2015-04-04,"Man United","Aston Villa",3,1,"H",1,0,"H","R East"
"685","E0",2015-04-04,"Swansea","Hull",3,1,"H",2,0,"H","A Marriner"
"686","E0",2015-04-04,"West Brom","QPR",1,4,"A",0,3,"A","L Probert"
"687","E0",2015-04-05,"Burnley","Tottenham",0,0,"D",0,0,"D","M Atkinson"
"688","E0",2015-04-05,"Sunderland","Newcastle",1,0,"H",1,0,"H","M Dean"
"689","E0",2015-04-06,"Crystal Palace","Man City",2,1,"H",1,0,"H","M Oliver"
"690","E0",2015-04-07,"Aston Villa","QPR",3,3,"D",2,1,"H","C Pawson"
"691","E0",2015-04-11,"Burnley","Arsenal",0,1,"A",0,1,"A","M Dean"
"692","E0",2015-04-11,"Southampton","Hull",2,0,"H",0,0,"D","K Friend"
"693","E0",2015-04-11,"Sunderland","Crystal Palace",1,4,"A",0,0,"D","A Taylor"
"694","E0",2015-04-11,"Swansea","Everton",1,1,"D",0,1,"A","M Oliver"
"695","E0",2015-04-11,"Tottenham","Aston Villa",0,1,"A",0,1,"A","L Probert"
"696","E0",2015-04-11,"West Brom","Leicester",2,3,"A",2,1,"H","M Atkinson"
"697","E0",2015-04-11,"West Ham","Stoke",1,1,"D",1,0,"H","R East"
"698","E0",2015-04-12,"Man United","Man City",4,2,"H",2,1,"H","M Clattenburg"
"699","E0",2015-04-12,"QPR","Chelsea",0,1,"A",0,0,"D","A Marriner"
"700","E0",2015-04-13,"Liverpool","Newcastle",2,0,"H",1,0,"H","L Mason"
"701","E0",2015-04-18,"Chelsea","Man United",1,0,"H",1,0,"H","M Dean"
"702","E0",2015-04-18,"Crystal Palace","West Brom",0,2,"A",0,1,"A","J Moss"
"703","E0",2015-04-18,"Everton","Burnley",1,0,"H",1,0,"H","M Jones"
"704","E0",2015-04-18,"Leicester","Swansea",2,0,"H",1,0,"H","L Probert"
"705","E0",2015-04-18,"Stoke","Southampton",2,1,"H",0,1,"A","M Clattenburg"
"706","E0",2015-04-19,"Man City","West Ham",2,0,"H",2,0,"H","A Taylor"
"707","E0",2015-04-19,"Newcastle","Tottenham",1,3,"A",0,1,"A","K Friend"
"708","E0",2015-04-25,"Burnley","Leicester",0,1,"A",0,0,"D","A Taylor"
"709","E0",2015-04-25,"Crystal Palace","Hull",0,2,"A",0,0,"D","M Clattenburg"
"710","E0",2015-04-25,"Man City","Aston Villa",3,2,"H",1,0,"H","M Dean"
"711","E0",2015-04-25,"Newcastle","Swansea",2,3,"A",1,1,"D","N Swarbrick"
"712","E0",2015-04-25,"QPR","West Ham",0,0,"D",0,0,"D","M Jones"
"713","E0",2015-04-25,"Southampton","Tottenham",2,2,"D",1,1,"D","J Moss"
"714","E0",2015-04-25,"Stoke","Sunderland",1,1,"D",1,1,"D","M Atkinson"
"715","E0",2015-04-25,"West Brom","Liverpool",0,0,"D",0,0,"D","R East"
"716","E0",2015-04-26,"Arsenal","Chelsea",0,0,"D",0,0,"D","M Oliver"
"717","E0",2015-04-26,"Everton","Man United",3,0,"H",2,0,"H","A Marriner"
"718","E0",2015-04-28,"Hull","Liverpool",1,0,"H",1,0,"H","L Probert"
"719","E0",2015-04-29,"Leicester","Chelsea",1,3,"A",1,0,"H","M Clattenburg"
"720","E0",2015-05-02,"Aston Villa","Everton",3,2,"H",2,0,"H","M Clattenburg"
"721","E0",2015-05-02,"Leicester","Newcastle",3,0,"H",2,0,"H","M Dean"
"722","E0",2015-05-02,"Liverpool","QPR",2,1,"H",1,0,"H","M Atkinson"
"723","E0",2015-05-02,"Man United","West Brom",0,1,"A",0,0,"D","A Taylor"
"724","E0",2015-05-02,"Sunderland","Southampton",2,1,"H",1,1,"D","M Jones"
"725","E0",2015-05-02,"Swansea","Stoke",2,0,"H",0,0,"D","C Pawson"
"726","E0",2015-05-02,"West Ham","Burnley",1,0,"H",1,0,"H","J Moss"
"727","E0",2015-05-03,"Chelsea","Crystal Palace",1,0,"H",1,0,"H","K Friend"
"728","E0",2015-05-03,"Tottenham","Man City",0,1,"A",0,1,"A","A Marriner"
"729","E0",2015-05-04,"Hull","Arsenal",1,3,"A",0,3,"A","L Mason"
"730","E0",2015-05-09,"Aston Villa","West Ham",1,0,"H",1,0,"H","L Mason"
"731","E0",2015-05-09,"Crystal Palace","Man United",1,2,"A",0,1,"A","M Oliver"
"732","E0",2015-05-09,"Everton","Sunderland",0,2,"A",0,0,"D","L Probert"
"733","E0",2015-05-09,"Hull","Burnley",0,1,"A",0,0,"D","M Atkinson"
"734","E0",2015-05-09,"Leicester","Southampton",2,0,"H",2,0,"H","R East"
"735","E0",2015-05-09,"Newcastle","West Brom",1,1,"D",1,1,"D","C Foy"
"736","E0",2015-05-09,"Stoke","Tottenham",3,0,"H",2,0,"H","M Clattenburg"
"737","E0",2015-05-10,"Chelsea","Liverpool",1,1,"D",1,1,"D","A Marriner"
"738","E0",2015-05-10,"Man City","QPR",6,0,"H",2,0,"H","M Dean"
"739","E0",2015-05-11,"Arsenal","Swansea",0,1,"A",0,0,"D","K Friend"
"740","E0",2015-05-16,"Burnley","Stoke",0,0,"D",0,0,"D","M Oliver"
"741","E0",2015-05-16,"Liverpool","Crystal Palace",1,3,"A",1,1,"D","J Moss"
"742","E0",2015-05-16,"QPR","Newcastle",2,1,"H",0,1,"A","L Probert"
"743","E0",2015-05-16,"Southampton","Aston Villa",6,1,"H",5,1,"H","R Madley"
"744","E0",2015-05-16,"Sunderland","Leicester",0,0,"D",0,0,"D","M Atkinson"
"745","E0",2015-05-16,"Tottenham","Hull",2,0,"H",0,0,"D","A Taylor"
"746","E0",2015-05-16,"West Ham","Everton",1,2,"A",0,0,"D","K Friend"
"747","E0",2015-05-17,"Man United","Arsenal",1,1,"D",1,0,"H","M Dean"
"748","E0",2015-05-17,"Swansea","Man City",2,4,"A",1,2,"A","M Clattenburg"
"749","E0",2015-05-18,"West Brom","Chelsea",3,0,"H",1,0,"H","M Jones"
"750","E0",2015-05-20,"Arsenal","Sunderland",0,0,"D",0,0,"D","A Taylor"
"751","E0",2015-05-24,"Arsenal","West Brom",4,1,"H",4,0,"H","R Madley"
"752","E0",2015-05-24,"Aston Villa","Burnley",0,1,"A",0,1,"A","M Jones"
"753","E0",2015-05-24,"Chelsea","Sunderland",3,1,"H",1,1,"D","L Mason"
"754","E0",2015-05-24,"Crystal Palace","Swansea",1,0,"H",0,0,"D","C Pawson"
"755","E0",2015-05-24,"Everton","Tottenham",0,1,"A",0,1,"A","J Moss"
"756","E0",2015-05-24,"Hull","Man United",0,0,"D",0,0,"D","L Probert"
"757","E0",2015-05-24,"Leicester","QPR",5,1,"H",2,0,"H","M Oliver"
"758","E0",2015-05-24,"Man City","Southampton",2,0,"H",1,0,"H","C Foy"
"759","E0",2015-05-24,"Newcastle","West Ham",2,0,"H",0,0,"D","M Atkinson"
"760","E0",2015-05-24,"Stoke","Liverpool",6,1,"H",5,0,"H","A Taylor"
"761","E0",2015-08-08,"Bournemouth","Aston Villa",0,1,"A",0,0,"D","M Clattenburg"
"762","E0",2015-08-08,"Chelsea","Swansea",2,2,"D",2,1,"H","M Oliver"
"763","E0",2015-08-08,"Everton","Watford",2,2,"D",0,1,"A","M Jones"
"764","E0",2015-08-08,"Leicester","Sunderland",4,2,"H",3,0,"H","L Mason"
"765","E0",2015-08-08,"Man United","Tottenham",1,0,"H",1,0,"H","J Moss"
"766","E0",2015-08-08,"Norwich","Crystal Palace",1,3,"A",0,1,"A","S Hooper"
"767","E0",2015-08-09,"Arsenal","West Ham",0,2,"A",0,1,"A","M Atkinson"
"768","E0",2015-08-09,"Newcastle","Southampton",2,2,"D",1,1,"D","C Pawson"
"769","E0",2015-08-09,"Stoke","Liverpool",0,1,"A",0,0,"D","A Taylor"
"770","E0",2015-08-10,"West Brom","Man City",0,3,"A",0,2,"A","M Dean"
"771","E0",2015-08-14,"Aston Villa","Man United",0,1,"A",0,1,"A","M Dean"
"772","E0",2015-08-15,"Southampton","Everton",0,3,"A",0,2,"A","M Oliver"
"773","E0",2015-08-15,"Sunderland","Norwich",1,3,"A",0,2,"A","K Friend"
"774","E0",2015-08-15,"Swansea","Newcastle",2,0,"H",1,0,"H","M Jones"
"775","E0",2015-08-15,"Tottenham","Stoke",2,2,"D",2,0,"H","R Madley"
"776","E0",2015-08-15,"Watford","West Brom",0,0,"D",0,0,"D","P Tierney"
"777","E0",2015-08-15,"West Ham","Leicester",1,2,"A",0,2,"A","A Taylor"
"778","E0",2015-08-16,"Crystal Palace","Arsenal",1,2,"A",1,1,"D","L Mason"
"779","E0",2015-08-16,"Man City","Chelsea",3,0,"H",1,0,"H","M Atkinson"
"780","E0",2015-08-17,"Liverpool","Bournemouth",1,0,"H",1,0,"H","C Pawson"
"781","E0",2015-08-22,"Crystal Palace","Aston Villa",2,1,"H",0,0,"D","K Stroud"
"782","E0",2015-08-22,"Leicester","Tottenham",1,1,"D",0,0,"D","M Atkinson"
"783","E0",2015-08-22,"Man United","Newcastle",0,0,"D",0,0,"D","C Pawson"
"784","E0",2015-08-22,"Norwich","Stoke",1,1,"D",1,1,"D","M Dean"
"785","E0",2015-08-22,"Sunderland","Swansea",1,1,"D",0,1,"A","N Swarbrick"
"786","E0",2015-08-22,"West Ham","Bournemouth",3,4,"A",0,2,"A","J Moss"
"787","E0",2015-08-23,"Everton","Man City",0,2,"A",0,0,"D","A Taylor"
"788","E0",2015-08-23,"Watford","Southampton",0,0,"D",0,0,"D","A Marriner"
"789","E0",2015-08-23,"West Brom","Chelsea",2,3,"A",1,3,"A","M Clattenburg"
"790","E0",2015-08-24,"Arsenal","Liverpool",0,0,"D",0,0,"D","M Oliver"
"791","E0",2015-08-29,"Aston Villa","Sunderland",2,2,"D",2,1,"H","R Madley"
"792","E0",2015-08-29,"Bournemouth","Leicester",1,1,"D",1,0,"H","N Swarbrick"
"793","E0",2015-08-29,"Chelsea","Crystal Palace",1,2,"A",0,0,"D","C Pawson"
"794","E0",2015-08-29,"Liverpool","West Ham",0,3,"A",0,2,"A","K Friend"
"795","E0",2015-08-29,"Man City","Watford",2,0,"H",0,0,"D","M Clattenburg"
"796","E0",2015-08-29,"Newcastle","Arsenal",0,1,"A",0,0,"D","A Marriner"
"797","E0",2015-08-29,"Stoke","West Brom",0,1,"A",0,1,"A","M Oliver"
"798","E0",2015-08-29,"Tottenham","Everton",0,0,"D",0,0,"D","M Jones"
"799","E0",2015-08-30,"Southampton","Norwich",3,0,"H",1,0,"H","J Moss"
"800","E0",2015-08-30,"Swansea","Man United",2,1,"H",0,0,"D","M Atkinson"
"801","E0",2015-09-12,"Arsenal","Stoke",2,0,"H",1,0,"H","J Moss"
"802","E0",2015-09-12,"Crystal Palace","Man City",0,1,"A",0,0,"D","M Jones"
"803","E0",2015-09-12,"Everton","Chelsea",3,1,"H",2,1,"H","A Marriner"
"804","E0",2015-09-12,"Man United","Liverpool",3,1,"H",0,0,"D","M Oliver"
"805","E0",2015-09-12,"Norwich","Bournemouth",3,1,"H",1,0,"H","M Atkinson"
"806","E0",2015-09-12,"Watford","Swansea",1,0,"H",0,0,"D","R Madley"
"807","E0",2015-09-12,"West Brom","Southampton",0,0,"D",0,0,"D","S Attwell"
"808","E0",2015-09-13,"Leicester","Aston Villa",3,2,"H",0,1,"A","M Dean"
"809","E0",2015-09-13,"Sunderland","Tottenham",0,1,"A",0,0,"D","C Pawson"
"810","E0",2015-09-14,"West Ham","Newcastle",2,0,"H",1,0,"H","A Taylor"
"811","E0",2015-09-19,"Aston Villa","West Brom",0,1,"A",0,1,"A","M Atkinson"
"812","E0",2015-09-19,"Bournemouth","Sunderland",2,0,"H",2,0,"H","K Friend"
"813","E0",2015-09-19,"Chelsea","Arsenal",2,0,"H",0,0,"D","M Dean"
"814","E0",2015-09-19,"Man City","West Ham",1,2,"A",1,2,"A","R Madley"
"815","E0",2015-09-19,"Newcastle","Watford",1,2,"A",0,2,"A","R East"
"816","E0",2015-09-19,"Stoke","Leicester",2,2,"D",2,0,"H","A Marriner"
"817","E0",2015-09-19,"Swansea","Everton",0,0,"D",0,0,"D","S Attwell"
"818","E0",2015-09-20,"Liverpool","Norwich",1,1,"D",0,0,"D","A Taylor"
"819","E0",2015-09-20,"Southampton","Man United",2,3,"A",1,1,"D","M Clattenburg"
"820","E0",2015-09-20,"Tottenham","Crystal Palace",1,0,"H",0,0,"D","M Oliver"
"821","E0",2015-09-26,"Leicester","Arsenal",2,5,"A",1,2,"A","C Pawson"
"822","E0",2015-09-26,"Liverpool","Aston Villa",3,2,"H",1,0,"H","J Moss"
"823","E0",2015-09-26,"Man United","Sunderland",3,0,"H",1,0,"H","M Jones"
"824","E0",2015-09-26,"Newcastle","Chelsea",2,2,"D",1,0,"H","M Atkinson"
"825","E0",2015-09-26,"Southampton","Swansea",3,1,"H",1,0,"H","R East"
"826","E0",2015-09-26,"Stoke","Bournemouth",2,1,"H",1,0,"H","L Mason"
"827","E0",2015-09-26,"Tottenham","Man City",4,1,"H",1,1,"D","M Clattenburg"
"828","E0",2015-09-26,"West Ham","Norwich",2,2,"D",1,1,"D","M Dean"
"829","E0",2015-09-27,"Watford","Crystal Palace",0,1,"A",0,0,"D","A Taylor"
"830","E0",2015-09-28,"West Brom","Everton",2,3,"A",1,0,"H","R Madley"
"831","E0",2015-10-03,"Aston Villa","Stoke",0,1,"A",0,0,"D","M Jones"
"832","E0",2015-10-03,"Bournemouth","Watford",1,1,"D",1,1,"D","M Oliver"
"833","E0",2015-10-03,"Chelsea","Southampton",1,3,"A",1,1,"D","R Madley"
"834","E0",2015-10-03,"Crystal Palace","West Brom",2,0,"H",0,0,"D","J Moss"
"835","E0",2015-10-03,"Man City","Newcastle",6,1,"H",1,1,"D","K Friend"
"836","E0",2015-10-03,"Norwich","Leicester",1,2,"A",0,1,"A","M Clattenburg"
"837","E0",2015-10-03,"Sunderland","West Ham",2,2,"D",2,1,"H","N Swarbrick"
"838","E0",2015-10-04,"Arsenal","Man United",3,0,"H",3,0,"H","A Taylor"
"839","E0",2015-10-04,"Everton","Liverpool",1,1,"D",1,1,"D","M Atkinson"
"840","E0",2015-10-04,"Swansea","Tottenham",2,2,"D",2,1,"H","M Dean"
"841","E0",2015-10-17,"Chelsea","Aston Villa",2,0,"H",1,0,"H","R East"
"842","E0",2015-10-17,"Crystal Palace","West Ham",1,3,"A",1,1,"D","M Clattenburg"
"843","E0",2015-10-17,"Everton","Man United",0,3,"A",0,2,"A","J Moss"
"844","E0",2015-10-17,"Man City","Bournemouth",5,1,"H",4,1,"H","M Dean"
"845","E0",2015-10-17,"Southampton","Leicester",2,2,"D",2,0,"H","P Tierney"
"846","E0",2015-10-17,"Tottenham","Liverpool",0,0,"D",0,0,"D","C Pawson"
"847","E0",2015-10-17,"Watford","Arsenal",0,3,"A",0,0,"D","M Jones"
"848","E0",2015-10-17,"West Brom","Sunderland",1,0,"H",0,0,"D","M Atkinson"
"849","E0",2015-10-18,"Newcastle","Norwich",6,2,"H",3,2,"H","A Taylor"
"850","E0",2015-10-19,"Swansea","Stoke",0,1,"A",0,1,"A","R Madley"
"851","E0",2015-10-24,"Arsenal","Everton",2,1,"H",2,1,"H","L Mason"
"852","E0",2015-10-24,"Aston Villa","Swansea",1,2,"A",0,0,"D","N Swarbrick"
"853","E0",2015-10-24,"Leicester","Crystal Palace",1,0,"H",0,0,"D","M Dean"
"854","E0",2015-10-24,"Norwich","West Brom",0,1,"A",0,0,"D","K Friend"
"855","E0",2015-10-24,"Stoke","Watford",0,2,"A",0,1,"A","M Atkinson"
"856","E0",2015-10-24,"West Ham","Chelsea",2,1,"H",1,0,"H","J Moss"
"857","E0",2015-10-25,"Bournemouth","Tottenham",1,5,"A",1,3,"A","R East"
"858","E0",2015-10-25,"Liverpool","Southampton",1,1,"D",0,0,"D","A Marriner"
"859","E0",2015-10-25,"Man United","Man City",0,0,"D",0,0,"D","M Clattenburg"
"860","E0",2015-10-25,"Sunderland","Newcastle",3,0,"H",1,0,"H","R Madley"
"861","E0",2015-10-31,"Chelsea","Liverpool",1,3,"A",1,1,"D","M Clattenburg"
"862","E0",2015-10-31,"Crystal Palace","Man United",0,0,"D",0,0,"D","M Jones"
"863","E0",2015-10-31,"Man City","Norwich",2,1,"H",0,0,"D","R Madley"
"864","E0",2015-10-31,"Newcastle","Stoke",0,0,"D",0,0,"D","R East"
"865","E0",2015-10-31,"Swansea","Arsenal",0,3,"A",0,0,"D","K Friend"
"866","E0",2015-10-31,"Watford","West Ham",2,0,"H",1,0,"H","K Stroud"
"867","E0",2015-10-31,"West Brom","Leicester",2,3,"A",1,0,"H","A Taylor"
"868","E0",2015-11-01,"Everton","Sunderland",6,2,"H",2,1,"H","A Marriner"
"869","E0",2015-11-01,"Southampton","Bournemouth",2,0,"H",2,0,"H","C Pawson"
"870","E0",2015-11-02,"Tottenham","Aston Villa",3,1,"H",2,0,"H","M Dean"
"871","E0",2015-11-07,"Bournemouth","Newcastle",0,1,"A",0,1,"A","L Mason"
"872","E0",2015-11-07,"Leicester","Watford",2,1,"H",0,0,"D","R East"
"873","E0",2015-11-07,"Man United","West Brom",2,0,"H",0,0,"D","M Dean"
"874","E0",2015-11-07,"Norwich","Swansea",1,0,"H",0,0,"D","M Clattenburg"
"875","E0",2015-11-07,"Stoke","Chelsea",1,0,"H",0,0,"D","A Taylor"
"876","E0",2015-11-07,"Sunderland","Southampton",0,1,"A",0,0,"D","M Jones"
"877","E0",2015-11-07,"West Ham","Everton",1,1,"D",1,1,"D","P Tierney"
"878","E0",2015-11-08,"Arsenal","Tottenham",1,1,"D",0,1,"A","M Atkinson"
"879","E0",2015-11-08,"Aston Villa","Man City",0,0,"D",0,0,"D","C Pawson"
"880","E0",2015-11-08,"Liverpool","Crystal Palace",1,2,"A",1,1,"D","N Swarbrick"
"881","E0",2015-11-21,"Chelsea","Norwich",1,0,"H",0,0,"D","C Pawson"
"882","E0",2015-11-21,"Everton","Aston Villa",4,0,"H",3,0,"H","M Oliver"
"883","E0",2015-11-21,"Man City","Liverpool",1,4,"A",1,3,"A","J Moss"
"884","E0",2015-11-21,"Newcastle","Leicester",0,3,"A",0,1,"A","M Jones"
"885","E0",2015-11-21,"Southampton","Stoke",0,1,"A",0,1,"A","L Mason"
"886","E0",2015-11-21,"Swansea","Bournemouth",2,2,"D",2,2,"D","A Marriner"
"887","E0",2015-11-21,"Watford","Man United",1,2,"A",0,1,"A","R Madley"
"888","E0",2015-11-21,"West Brom","Arsenal",2,1,"H",2,1,"H","M Clattenburg"
"889","E0",2015-11-22,"Tottenham","West Ham",4,1,"H",2,0,"H","A Taylor"
"890","E0",2015-11-23,"Crystal Palace","Sunderland",0,1,"A",0,0,"D","M Atkinson"
"891","E0",2015-11-28,"Aston Villa","Watford",2,3,"A",1,1,"D","L Mason"
"892","E0",2015-11-28,"Bournemouth","Everton",3,3,"D",0,2,"A","K Friend"
"893","E0",2015-11-28,"Crystal Palace","Newcastle",5,1,"H",3,1,"H","S Attwell"
"894","E0",2015-11-28,"Leicester","Man United",1,1,"D",1,1,"D","C Pawson"
"895","E0",2015-11-28,"Man City","Southampton",3,1,"H",2,0,"H","R East"
"896","E0",2015-11-28,"Sunderland","Stoke",2,0,"H",0,0,"D","M Dean"
"897","E0",2015-11-29,"Liverpool","Swansea",1,0,"H",0,0,"D","A Taylor"
"898","E0",2015-11-29,"Norwich","Arsenal",1,1,"D",1,1,"D","J Moss"
"899","E0",2015-11-29,"Tottenham","Chelsea",0,0,"D",0,0,"D","M Oliver"
"900","E0",2015-11-29,"West Ham","West Brom",1,1,"D",1,0,"H","M Atkinson"
"901","E0",2015-12-05,"Arsenal","Sunderland",3,1,"H",1,1,"D","R Madley"
"902","E0",2015-12-05,"Chelsea","Bournemouth",0,1,"A",0,0,"D","M Jones"
"903","E0",2015-12-05,"Man United","West Ham",0,0,"D",0,0,"D","M Clattenburg"
"904","E0",2015-12-05,"Southampton","Aston Villa",1,1,"D",0,1,"A","A Taylor"
"905","E0",2015-12-05,"Stoke","Man City",2,0,"H",2,0,"H","M Atkinson"
"906","E0",2015-12-05,"Swansea","Leicester",0,3,"A",0,2,"A","M Oliver"
"907","E0",2015-12-05,"Watford","Norwich",2,0,"H",1,0,"H","M Dean"
"908","E0",2015-12-05,"West Brom","Tottenham",1,1,"D",1,1,"D","J Moss"
"909","E0",2015-12-06,"Newcastle","Liverpool",2,0,"H",0,0,"D","A Marriner"
"910","E0",2015-12-07,"Everton","Crystal Palace",1,1,"D",0,0,"D","C Pawson"
"911","E0",2015-12-12,"Bournemouth","Man United",2,1,"H",1,1,"D","A Taylor"
