"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee"
"300","E0",2014-03-23,"Aston Villa","Stoke",1,4,"A",1,3,"A","M Clattenburg"
"301","E0",2014-03-23,"Tottenham","Southampton",3,2,"H",1,2,"A","A Taylor"
"302","E0",2014-03-25,"Arsenal","Swansea",2,2,"D",0,1,"A","L Probert"
"303","E0",2014-03-25,"Man United","Man City",0,3,"A",0,1,"A","M Oliver"
"304","E0",2014-03-25,"Newcastle","Everton",0,3,"A",0,1,"A","L Mason"
"305","E0",2014-03-26,"Liverpool","Sunderland",2,1,"H",1,0,"H","K Friend"
"306","E0",2014-03-26,"West Ham","Hull",2,1,"H",1,0,"H","M Dean"
"307","E0",2014-03-29,"Arsenal","Man City",1,1,"D",0,1,"A","M Dean"
"308","E0",2014-03-29,"Crystal Palace","Chelsea",1,0,"H",0,0,"D","L Mason"
"309","E0",2014-03-29,"Man United","Aston Villa",4,1,"H",2,1,"H","M Atkinson"
"310","E0",2014-03-29,"Southampton","Newcastle",4,0,"H",1,0,"H","A Marriner"
"311","E0",2014-03-29,"Stoke","Hull",1,0,"H",0,0,"D","N Swarbrick"
"312","E0",2014-03-29,"Swansea","Norwich",3,0,"H",2,0,"H","J Moss"
"313","E0",2014-03-29,"West Brom","Cardiff",3,3,"D",2,1,"H","M Oliver"
"314","E0",2014-03-30,"Fulham","Everton",1,3,"A",0,0,"D","A Taylor"
"315","E0",2014-03-30,"Liverpool","Tottenham",4,0,"H",2,0,"H","P Dowd"
"316","E0",2014-03-31,"Sunderland","West Ham",1,2,"A",0,1,"A","H Webb"
"317","E0",2014-04-05,"Aston Villa","Fulham",1,2,"A",0,0,"D","M Oliver"
"318","E0",2014-04-05,"Cardiff","Crystal Palace",0,3,"A",0,1,"A","P Dowd"
"319","E0",2014-04-05,"Chelsea","Stoke",3,0,"H",1,0,"H","L Probert"
"320","E0",2014-04-05,"Hull","Swansea",1,0,"H",1,0,"H","H Webb"
"321","E0",2014-04-05,"Man City","Southampton",4,1,"H",3,1,"H","C Foy"
"322","E0",2014-04-05,"Newcastle","Man United",0,4,"A",0,1,"A","K Friend"
"323","E0",2014-04-05,"Norwich","West Brom",0,1,"A",0,1,"A","M Clattenburg"
"324","E0",2014-04-06,"Everton","Arsenal",3,0,"H",2,0,"H","M Atkinson"
"325","E0",2014-04-06,"West Ham","Liverpool",1,2,"A",1,1,"D","A Taylor"
"326","E0",2014-04-07,"Tottenham","Sunderland",5,1,"H",1,1,"D","L Mason"
"327","E0",2014-04-12,"Crystal Palace","Aston Villa",1,0,"H",0,0,"D","H Webb"
"328","E0",2014-04-12,"Fulham","Norwich",1,0,"H",1,0,"H","M Dean"
"329","E0",2014-04-12,"Southampton","Cardiff",0,1,"A",0,0,"D","J Moss"
"330","E0",2014-04-12,"Stoke","Newcastle",1,0,"H",1,0,"H","M Jones"
"331","E0",2014-04-12,"Sunderland","Everton",0,1,"A",0,0,"D","L Probert"
"332","E0",2014-04-12,"West Brom","Tottenham",3,3,"D",3,1,"H","N Swarbrick"
"333","E0",2014-04-13,"Liverpool","Man City",3,2,"H",2,0,"H","M Clattenburg"
"334","E0",2014-04-13,"Swansea","Chelsea",0,1,"A",0,0,"D","P Dowd"
"335","E0",2014-04-15,"Arsenal","West Ham",3,1,"H",1,1,"D","K Friend"
"336","E0",2014-04-16,"Everton","Crystal Palace",2,3,"A",0,1,"A","A Marriner"
"337","E0",2014-04-16,"Man City","Sunderland",2,2,"D",1,0,"H","M Atkinson"
"338","E0",2014-04-19,"Aston Villa","Southampton",0,0,"D",0,0,"D","L Mason"
"339","E0",2014-04-19,"Cardiff","Stoke",1,1,"D",0,1,"A","H Webb"
"340","E0",2014-04-19,"Chelsea","Sunderland",1,2,"A",1,1,"D","M Dean"
"341","E0",2014-04-19,"Newcastle","Swansea",1,2,"A",1,1,"D","C Foy"
"342","E0",2014-04-19,"Tottenham","Fulham",3,1,"H",1,1,"D","L Probert"
"343","E0",2014-04-19,"West Ham","Crystal Palace",0,1,"A",0,0,"D","M Atkinson"
"344","E0",2014-04-20,"Everton","Man United",2,0,"H",2,0,"H","M Clattenburg"
"345","E0",2014-04-20,"Hull","Arsenal",0,3,"A",0,2,"A","J Moss"
"346","E0",2014-04-20,"Norwich","Liverpool",2,3,"A",0,2,"A","A Marriner"
"347","E0",2014-04-21,"Man City","West Brom",3,1,"H",3,1,"H","P Dowd"
"348","E0",2014-04-26,"Fulham","Hull",2,2,"D",0,0,"D","L Mason"
"349","E0",2014-04-26,"Man United","Norwich",4,0,"H",1,0,"H","L Probert"
"350","E0",2014-04-26,"Southampton","Everton",2,0,"H",2,0,"H","M Oliver"
"351","E0",2014-04-26,"Stoke","Tottenham",0,1,"A",0,1,"A","A Marriner"
"352","E0",2014-04-26,"Swansea","Aston Villa",4,1,"H",2,1,"H","M Clattenburg"
"353","E0",2014-04-26,"West Brom","West Ham",1,0,"H",1,0,"H","M Dean"
"354","E0",2014-04-27,"Crystal Palace","Man City",0,2,"A",0,2,"A","H Webb"
"355","E0",2014-04-27,"Liverpool","Chelsea",0,2,"A",0,1,"A","M Atkinson"
"356","E0",2014-04-27,"Sunderland","Cardiff",4,0,"H",2,0,"H","P Dowd"
"357","E0",2014-04-28,"Arsenal","Newcastle",3,0,"H",2,0,"H","N Swarbrick"
"358","E0",2014-05-03,"Aston Villa","Hull",3,1,"H",3,1,"H","M Dean"
"359","E0",2014-05-03,"Everton","Man City",2,3,"A",1,2,"A","L Probert"
"360","E0",2014-05-03,"Man United","Sunderland",0,1,"A",0,1,"A","H Webb"
"361","E0",2014-05-03,"Newcastle","Cardiff",3,0,"H",1,0,"H","M Atkinson"
"362","E0",2014-05-03,"Stoke","Fulham",4,1,"H",1,0,"H","C Foy"
"363","E0",2014-05-03,"Swansea","Southampton",0,1,"A",0,0,"D","A Taylor"
"364","E0",2014-05-03,"West Ham","Tottenham",2,0,"H",2,0,"H","P Dowd"
"365","E0",2014-05-04,"Arsenal","West Brom",1,0,"H",1,0,"H","M Jones"
"366","E0",2014-05-04,"Chelsea","Norwich",0,0,"D",0,0,"D","N Swarbrick"
"367","E0",2014-05-05,"Crystal Palace","Liverpool",3,3,"D",0,1,"A","M Clattenburg"
"368","E0",2014-05-06,"Man United","Hull",3,1,"H",1,0,"H","C Pawson"
"369","E0",2014-05-07,"Man City","Aston Villa",4,0,"H",0,0,"D","M Oliver"
"370","E0",2014-05-07,"Sunderland","West Brom",2,0,"H",2,0,"H","L Mason"
"371","E0",2014-05-11,"Cardiff","Chelsea",1,2,"A",1,0,"H","M Oliver"
"372","E0",2014-05-11,"Fulham","Crystal Palace",2,2,"D",0,1,"A","K Friend"
"373","E0",2014-05-11,"Hull","Everton",0,2,"A",0,1,"A","H Webb"
"374","E0",2014-05-11,"Liverpool","Newcastle",2,1,"H",0,1,"A","P Dowd"
"375","E0",2014-05-11,"Man City","West Ham",2,0,"H",1,0,"H","M Atkinson"
"376","E0",2014-05-11,"Norwich","Arsenal",0,2,"A",0,0,"D","L Mason"
"377","E0",2014-05-11,"Southampton","Man United",1,1,"D",1,0,"H","M Dean"
"378","E0",2014-05-11,"Sunderland","Swansea",1,3,"A",0,2,"A","C Foy"
"379","E0",2014-05-11,"Tottenham","Aston Villa",3,0,"H",3,0,"H","J Moss"
"380","E0",2014-05-11,"West Brom","Stoke",1,2,"A",0,1,"A","L Probert"
"381","E0",2014-08-16,"Arsenal","Crystal Palace",2,1,"H",1,1,"D","J Moss"
"382","E0",2014-08-16,"Leicester","Everton",2,2,"D",1,2,"A","M Jones"
"383","E0",2014-08-16,"Man United","Swansea",1,2,"A",0,1,"A","M Dean"
"384","E0",2014-08-16,"QPR","Hull",0,1,"A",0,0,"D","C Pawson"
"385","E0",2014-08-16,"Stoke","Aston Villa",0,1,"A",0,0,"D","A Taylor"
"386","E0",2014-08-16,"West Brom","Sunderland",2,2,"D",1,1,"D","N Swarbrick"
"387","E0",2014-08-16,"West Ham","Tottenham",0,1,"A",0,0,"D","C Foy"
"388","E0",2014-08-17,"Liverpool","Southampton",2,1,"H",1,0,"H","M Clattenburg"
"389","E0",2014-08-17,"Newcastle","Man City",0,2,"A",0,1,"A","M Atkinson"
"390","E0",2014-08-18,"Burnley","Chelsea",1,3,"A",1,3,"A","M Oliver"
"391","E0",2014-08-23,"Aston Villa","Newcastle",0,0,"D",0,0,"D","M Dean"
"392","E0",2014-08-23,"Chelsea","Leicester",2,0,"H",0,0,"D","L Mason"
"393","E0",2014-08-23,"Crystal Palace","West Ham",1,3,"A",0,2,"A","M Clattenburg"
"394","E0",2014-08-23,"Everton","Arsenal",2,2,"D",2,0,"H","K Friend"
"395","E0",2014-08-23,"Southampton","West Brom",0,0,"D",0,0,"D","R East"
"396","E0",2014-08-23,"Swansea","Burnley",1,0,"H",1,0,"H","C Pawson"
"397","E0",2014-08-24,"Hull","Stoke",1,1,"D",1,0,"H","J Moss"
"398","E0",2014-08-24,"Sunderland","Man United",1,1,"D",1,1,"D","M Atkinson"
"399","E0",2014-08-24,"Tottenham","QPR",4,0,"H",3,0,"H","A Taylor"
"400","E0",2014-08-25,"Man City","Liverpool",3,1,"H",1,0,"H","M Oliver"
"401","E0",2014-08-30,"Burnley","Man United",0,0,"D",0,0,"D","C Foy"
"402","E0",2014-08-30,"Everton","Chelsea",3,6,"A",1,2,"A","J Moss"
"403","E0",2014-08-30,"Man City","Stoke",0,1,"A",0,0,"D","L Mason"
"404","E0",2014-08-30,"Newcastle","Crystal Palace",3,3,"D",1,1,"D","M Jones"
"405","E0",2014-08-30,"QPR","Sunderland",1,0,"H",1,0,"H","R Madley"
"406","E0",2014-08-30,"Swansea","West Brom",3,0,"H",2,0,"H","P Tierney"
"407","E0",2014-08-30,"West Ham","Southampton",1,3,"A",1,1,"D","M Dean"
"408","E0",2014-08-31,"Aston Villa","Hull",2,1,"H",2,0,"H","M Clattenburg"
"409","E0",2014-08-31,"Leicester","Arsenal",1,1,"D",1,1,"D","A Taylor"
"410","E0",2014-08-31,"Tottenham","Liverpool",0,3,"A",0,1,"A","P Dowd"
"411","E0",2014-09-13,"Arsenal","Man City",2,2,"D",0,1,"A","M Clattenburg"
"412","E0",2014-09-13,"Chelsea","Swansea",4,2,"H",1,1,"D","K Friend"
"413","E0",2014-09-13,"Crystal Palace","Burnley",0,0,"D",0,0,"D","M Dean"
"414","E0",2014-09-13,"Liverpool","Aston Villa",0,1,"A",0,1,"A","L Mason"
"415","E0",2014-09-13,"Southampton","Newcastle",4,0,"H",2,0,"H","C Foy"
"416","E0",2014-09-13,"Stoke","Leicester",0,1,"A",0,0,"D","M Oliver"
"417","E0",2014-09-13,"Sunderland","Tottenham",2,2,"D",1,1,"D","C Pawson"
"418","E0",2014-09-13,"West Brom","Everton",0,2,"A",0,1,"A","A Taylor"
"419","E0",2014-09-14,"Man United","QPR",4,0,"H",3,0,"H","P Dowd"
"420","E0",2014-09-15,"Hull","West Ham",2,2,"D",1,0,"H","M Atkinson"
"421","E0",2014-09-20,"Aston Villa","Arsenal",0,3,"A",0,3,"A","M Jones"
"422","E0",2014-09-20,"Burnley","Sunderland",0,0,"D",0,0,"D","A Taylor"
"423","E0",2014-09-20,"Newcastle","Hull",2,2,"D",0,0,"D","N Swarbrick"
"424","E0",2014-09-20,"QPR","Stoke",2,2,"D",1,1,"D","M Atkinson"
"425","E0",2014-09-20,"Swansea","Southampton",0,1,"A",0,0,"D","J Moss"
"426","E0",2014-09-20,"West Ham","Liverpool",3,1,"H",2,1,"H","C Pawson"
"427","E0",2014-09-21,"Everton","Crystal Palace",2,3,"A",1,1,"D","M Oliver"
"428","E0",2014-09-21,"Leicester","Man United",5,3,"H",1,2,"A","M Clattenburg"
"429","E0",2014-09-21,"Man City","Chelsea",1,1,"D",0,0,"D","M Dean"
"430","E0",2014-09-21,"Tottenham","West Brom",0,1,"A",0,0,"D","K Friend"
"431","E0",2014-09-27,"Arsenal","Tottenham",1,1,"D",0,0,"D","M Oliver"
"432","E0",2014-09-27,"Chelsea","Aston Villa",3,0,"H",1,0,"H","P Dowd"
"433","E0",2014-09-27,"Crystal Palace","Leicester",2,0,"H",0,0,"D","K Stroud"
"434","E0",2014-09-27,"Hull","Man City",2,4,"A",2,2,"D","A Taylor"
"435","E0",2014-09-27,"Liverpool","Everton",1,1,"D",0,0,"D","M Atkinson"
"436","E0",2014-09-27,"Man United","West Ham",2,1,"H",2,1,"H","L Mason"
"437","E0",2014-09-27,"Southampton","QPR",2,1,"H",0,0,"D","M Clattenburg"
"438","E0",2014-09-27,"Sunderland","Swansea",0,0,"D",0,0,"D","C Foy"
"439","E0",2014-09-28,"West Brom","Burnley",4,0,"H",2,0,"H","J Moss"
"440","E0",2014-09-29,"Stoke","Newcastle",1,0,"H",1,0,"H","C Pawson"
"441","E0",2014-10-04,"Aston Villa","Man City",0,2,"A",0,0,"D","C Foy"
"442","E0",2014-10-04,"Hull","Crystal Palace",2,0,"H",0,0,"D","M Dean"
"443","E0",2014-10-04,"Leicester","Burnley",2,2,"D",2,1,"H","P Dowd"
"444","E0",2014-10-04,"Liverpool","West Brom",2,1,"H",1,0,"H","M Oliver"
"445","E0",2014-10-04,"Sunderland","Stoke",3,1,"H",2,1,"H","N Swarbrick"
"446","E0",2014-10-04,"Swansea","Newcastle",2,2,"D",1,1,"D","L Mason"
"447","E0",2014-10-05,"Chelsea","Arsenal",2,0,"H",1,0,"H","M Atkinson"
"448","E0",2014-10-05,"Man United","Everton",2,1,"H",1,0,"H","K Friend"
"449","E0",2014-10-05,"Tottenham","Southampton",1,0,"H",1,0,"H","M Jones"
"450","E0",2014-10-05,"West Ham","QPR",2,0,"H",1,0,"H","A Taylor"
"451","E0",2014-10-18,"Arsenal","Hull",2,2,"D",1,1,"D","R East"
"452","E0",2014-10-18,"Burnley","West Ham",1,3,"A",0,0,"D","K Friend"
"453","E0",2014-10-18,"Crystal Palace","Chelsea",1,2,"A",0,1,"A","C Pawson"
"454","E0",2014-10-18,"Everton","Aston Villa",3,0,"H",1,0,"H","A Taylor"
"455","E0",2014-10-18,"Man City","Tottenham",4,1,"H",2,1,"H","J Moss"
"456","E0",2014-10-18,"Newcastle","Leicester",1,0,"H",0,0,"D","M Atkinson"
"457","E0",2014-10-18,"Southampton","Sunderland",8,0,"H",3,0,"H","A Marriner"
"458","E0",2014-10-19,"QPR","Liverpool",2,3,"A",0,0,"D","P Dowd"
"459","E0",2014-10-19,"Stoke","Swansea",2,1,"H",1,1,"D","M Oliver"
"460","E0",2014-10-20,"West Brom","Man United",2,2,"D",1,0,"H","M Dean"
"461","E0",2014-10-25,"Liverpool","Hull",0,0,"D",0,0,"D","N Swarbrick"
"462","E0",2014-10-25,"Southampton","Stoke",1,0,"H",1,0,"H","J Moss"
"463","E0",2014-10-25,"Sunderland","Arsenal",0,2,"A",0,1,"A","K Friend"
"464","E0",2014-10-25,"Swansea","Leicester",2,0,"H",1,0,"H","M Jones"
"465","E0",2014-10-25,"West Brom","Crystal Palace",2,2,"D",0,2,"A","M Clattenburg"
"466","E0",2014-10-25,"West Ham","Man City",2,1,"H",1,0,"H","M Atkinson"
"467","E0",2014-10-26,"Burnley","Everton",1,3,"A",1,2,"A","A Marriner"
"468","E0",2014-10-26,"Man United","Chelsea",1,1,"D",0,0,"D","P Dowd"
"469","E0",2014-10-26,"Tottenham","Newcastle",1,2,"A",1,0,"H","A Taylor"
"470","E0",2014-10-27,"QPR","Aston Villa",2,0,"H",1,0,"H","L Mason"
"471","E0",2014-11-01,"Arsenal","Burnley",3,0,"H",0,0,"D","C Pawson"
"472","E0",2014-11-01,"Chelsea","QPR",2,1,"H",1,0,"H","M Jones"
"473","E0",2014-11-01,"Everton","Swansea",0,0,"D",0,0,"D","K Friend"
"474","E0",2014-11-01,"Hull","Southampton",0,1,"A",0,1,"A","M Atkinson"
"475","E0",2014-11-01,"Leicester","West Brom",0,1,"A",0,0,"D","S Attwell"
"476","E0",2014-11-01,"Newcastle","Liverpool",1,0,"H",0,0,"D","A Marriner"
"477","E0",2014-11-01,"Stoke","West Ham",2,2,"D",1,0,"H","C Foy"
"478","E0",2014-11-02,"Aston Villa","Tottenham",1,2,"A",1,0,"H","N Swarbrick"
"479","E0",2014-11-02,"Man City","Man United",1,0,"H",0,0,"D","M Oliver"
"480","E0",2014-11-03,"Crystal Palace","Sunderland",1,3,"A",0,1,"A","P Dowd"
"481","E0",2014-11-08,"Burnley","Hull",1,0,"H",0,0,"D","M Clattenburg"
"482","E0",2014-11-08,"Liverpool","Chelsea",1,2,"A",1,1,"D","A Taylor"
"483","E0",2014-11-08,"Man United","Crystal Palace",1,0,"H",0,0,"D","C Foy"
"484","E0",2014-11-08,"QPR","Man City",2,2,"D",1,1,"D","M Dean"
"485","E0",2014-11-08,"Southampton","Leicester",2,0,"H",0,0,"D","M Oliver"
"486","E0",2014-11-08,"West Ham","Aston Villa",0,0,"D",0,0,"D","J Moss"
"487","E0",2014-11-09,"Sunderland","Everton",1,1,"D",0,0,"D","L Mason"
"488","E0",2014-11-09,"Swansea","Arsenal",2,1,"H",0,0,"D","P Dowd"
"489","E0",2014-11-09,"Tottenham","Stoke",1,2,"A",0,2,"A","M Jones"
"490","E0",2014-11-09,"West Brom","Newcastle",0,2,"A",0,1,"A","C Pawson"
"491","E0",2014-11-22,"Arsenal","Man United",1,2,"A",0,0,"D","M Dean"
"492","E0",2014-11-22,"Chelsea","West Brom",2,0,"H",2,0,"H","L Mason"
"493","E0",2014-11-22,"Everton","West Ham",2,1,"H",1,0,"H","M Clattenburg"
"494","E0",2014-11-22,"Leicester","Sunderland",0,0,"D",0,0,"D","R Madley"
"495","E0",2014-11-22,"Man City","Swansea",2,1,"H",1,1,"D","N Swarbrick"
"496","E0",2014-11-22,"Newcastle","QPR",1,0,"H",0,0,"D","C Foy"
"497","E0",2014-11-22,"Stoke","Burnley",1,2,"A",1,2,"A","M Atkinson"
"498","E0",2014-11-23,"Crystal Palace","Liverpool",3,1,"H",1,1,"D","J Moss"
"499","E0",2014-11-23,"Hull","Tottenham",1,2,"A",1,0,"H","C Pawson"
"500","E0",2014-11-24,"Aston Villa","Southampton",1,1,"D",1,0,"H","P Dowd"
"501","E0",2014-11-29,"Burnley","Aston Villa",1,1,"D",0,1,"A","G Scott"
"502","E0",2014-11-29,"Liverpool","Stoke",1,0,"H",0,0,"D","C Pawson"
"503","E0",2014-11-29,"Man United","Hull",3,0,"H",2,0,"H","A Taylor"
"504","E0",2014-11-29,"QPR","Leicester",3,2,"H",2,1,"H","R East"
"505","E0",2014-11-29,"Sunderland","Chelsea",0,0,"D",0,0,"D","K Friend"
"506","E0",2014-11-29,"Swansea","Crystal Palace",1,1,"D",1,1,"D","M Atkinson"
"507","E0",2014-11-29,"West Brom","Arsenal",0,1,"A",0,0,"D","C Foy"
"508","E0",2014-11-29,"West Ham","Newcastle",1,0,"H",0,0,"D","M Dean"
"509","E0",2014-11-30,"Southampton","Man City",0,3,"A",0,0,"D","M Jones"
"510","E0",2014-11-30,"Tottenham","Everton",2,1,"H",2,1,"H","M Oliver"
"511","E0",2014-12-02,"Burnley","Newcastle",1,1,"D",1,0,"H","P Dowd"
"512","E0",2014-12-02,"Crystal Palace","Aston Villa",0,1,"A",0,1,"A","M Oliver"
"513","E0",2014-12-02,"Leicester","Liverpool",1,3,"A",1,1,"D","L Mason"
"514","E0",2014-12-02,"Man United","Stoke",2,1,"H",1,1,"D","J Moss"
"515","E0",2014-12-02,"Swansea","QPR",2,0,"H",0,0,"D","K Friend"
"516","E0",2014-12-02,"West Brom","West Ham",1,2,"A",1,2,"A","M Jones"
"517","E0",2014-12-03,"Arsenal","Southampton",1,0,"H",0,0,"D","A Marriner"
"518","E0",2014-12-03,"Chelsea","Tottenham",3,0,"H",2,0,"H","M Dean"
"519","E0",2014-12-03,"Everton","Hull",1,1,"D",1,0,"H","R Madley"
"520","E0",2014-12-03,"Sunderland","Man City",1,4,"A",1,2,"A","C Pawson"
"521","E0",2014-12-06,"Hull","West Brom",0,0,"D",0,0,"D","M Oliver"
"522","E0",2014-12-06,"Liverpool","Sunderland",0,0,"D",0,0,"D","N Swarbrick"
"523","E0",2014-12-06,"Man City","Everton",1,0,"H",1,0,"H","A Marriner"
"524","E0",2014-12-06,"Newcastle","Chelsea",2,1,"H",0,0,"D","M Atkinson"
"525","E0",2014-12-06,"QPR","Burnley",2,0,"H",0,0,"D","J Moss"
"526","E0",2014-12-06,"Stoke","Arsenal",3,2,"H",3,0,"H","A Taylor"
"527","E0",2014-12-06,"Tottenham","Crystal Palace",0,0,"D",0,0,"D","L Mason"
"528","E0",2014-12-07,"Aston Villa","Leicester",2,1,"H",1,1,"D","C Pawson"
"529","E0",2014-12-07,"West Ham","Swansea",3,1,"H",1,1,"D","C Foy"
"530","E0",2014-12-08,"Southampton","Man United",1,2,"A",1,1,"D","K Friend"
"531","E0",2014-12-13,"Arsenal","Newcastle",4,1,"H",1,0,"H","L Mason"
"532","E0",2014-12-13,"Burnley","Southampton",1,0,"H",0,0,"D","M Clattenburg"
"533","E0",2014-12-13,"Chelsea","Hull",2,0,"H",1,0,"H","C Foy"
"534","E0",2014-12-13,"Crystal Palace","Stoke",1,1,"D",1,1,"D","K Friend"
"535","E0",2014-12-13,"Leicester","Man City",0,1,"A",0,1,"A","J Moss"
"536","E0",2014-12-13,"Sunderland","West Ham",1,1,"D",1,1,"D","P Dowd"
"537","E0",2014-12-13,"West Brom","Aston Villa",1,0,"H",0,0,"D","M Dean"
"538","E0",2014-12-14,"Man United","Liverpool",3,0,"H",2,0,"H","M Atkinson"
"539","E0",2014-12-14,"Swansea","Tottenham",1,2,"A",0,1,"A","R Madley"
"540","E0",2014-12-15,"Everton","QPR",3,1,"H",2,0,"H","N Swarbrick"
"541","E0",2014-12-20,"Aston Villa","Man United",1,1,"D",1,0,"H","L Mason"
"542","E0",2014-12-20,"Hull","Swansea",0,1,"A",0,1,"A","M Clattenburg"
"543","E0",2014-12-20,"Man City","Crystal Palace",3,0,"H",0,0,"D","P Dowd"
"544","E0",2014-12-20,"QPR","West Brom",3,2,"H",1,2,"A","C Pawson"
"545","E0",2014-12-20,"Southampton","Everton",3,0,"H",1,0,"H","J Moss"
"546","E0",2014-12-20,"Tottenham","Burnley",2,1,"H",2,1,"H","M Jones"
"547","E0",2014-12-20,"West Ham","Leicester",2,0,"H",1,0,"H","M Atkinson"
"548","E0",2014-12-21,"Liverpool","Arsenal",2,2,"D",1,1,"D","M Oliver"
"549","E0",2014-12-21,"Newcastle","Sunderland",0,1,"A",0,0,"D","A Taylor"
"550","E0",2014-12-22,"Stoke","Chelsea",0,2,"A",0,1,"A","N Swarbrick"
"551","E0",2014-12-26,"Arsenal","QPR",2,1,"H",1,0,"H","M Atkinson"
"552","E0",2014-12-26,"Burnley","Liverpool",0,1,"A",0,0,"D","A Taylor"
"553","E0",2014-12-26,"Chelsea","West Ham",2,0,"H",1,0,"H","M Oliver"
"554","E0",2014-12-26,"Crystal Palace","Southampton",1,3,"A",0,1,"A","M Dean"
"555","E0",2014-12-26,"Everton","Stoke",0,1,"A",0,1,"A","L Mason"
"556","E0",2014-12-26,"Leicester","Tottenham",1,2,"A",0,1,"A","N Swarbrick"
"557","E0",2014-12-26,"Man United","Newcastle",3,1,"H",2,0,"H","M Jones"
"558","E0",2014-12-26,"Sunderland","Hull",1,3,"A",1,1,"D","A Marriner"
"559","E0",2014-12-26,"Swansea","Aston Villa",1,0,"H",1,0,"H","R East"
"560","E0",2014-12-26,"West Brom","Man City",1,3,"A",0,3,"A","M Clattenburg"
"561","E0",2014-12-28,"Aston Villa","Sunderland",0,0,"D",0,0,"D","M Atkinson"
"562","E0",2014-12-28,"Hull","Leicester",0,1,"A",0,1,"A","P Dowd"
"563","E0",2014-12-28,"Man City","Burnley",2,2,"D",2,0,"H","K Friend"
"564","E0",2014-12-28,"Newcastle","Everton",3,2,"H",1,1,"D","C Pawson"
"565","E0",2014-12-28,"QPR","Crystal Palace",0,0,"D",0,0,"D","M Jones"
"566","E0",2014-12-28,"Southampton","Chelsea",1,1,"D",1,1,"D","A Taylor"
"567","E0",2014-12-28,"Stoke","West Brom",2,0,"H",0,0,"D","R East"
"568","E0",2014-12-28,"Tottenham","Man United",0,0,"D",0,0,"D","J Moss"
"569","E0",2014-12-28,"West Ham","Arsenal",1,2,"A",0,2,"A","N Swarbrick"
"570","E0",2014-12-29,"Liverpool","Swansea",4,1,"H",1,0,"H","A Marriner"
"571","E0",2015-01-01,"Aston Villa","Crystal Palace",0,0,"D",0,0,"D","R Madley"
"572","E0",2015-01-01,"Hull","Everton",2,0,"H",2,0,"H","K Friend"
"573","E0",2015-01-01,"Liverpool","Leicester",2,2,"D",2,0,"H","M Jones"
"574","E0",2015-01-01,"Man City","Sunderland",3,2,"H",0,0,"D","R East"
"575","E0",2015-01-01,"Newcastle","Burnley",3,3,"D",2,1,"H","M Dean"
"576","E0",2015-01-01,"QPR","Swansea",1,1,"D",1,0,"H","A Taylor"
"577","E0",2015-01-01,"Southampton","Arsenal",2,0,"H",1,0,"H","C Pawson"
"578","E0",2015-01-01,"Stoke","Man United",1,1,"D",1,1,"D","M Oliver"
"579","E0",2015-01-01,"Tottenham","Chelsea",5,3,"H",3,1,"H","P Dowd"
"580","E0",2015-01-01,"West Ham","West Brom",1,1,"D",1,1,"D","J Moss"
"581","E0",2015-01-10,"Burnley","QPR",2,1,"H",2,1,"H","A Marriner"
"582","E0",2015-01-10,"Chelsea","Newcastle",2,0,"H",1,0,"H","R East"
"583","E0",2015-01-10,"Crystal Palace","Tottenham",2,1,"H",0,0,"D","A Taylor"
"584","E0",2015-01-10,"Everton","Man City",1,1,"D",0,0,"D","M Atkinson"
"585","E0",2015-01-10,"Leicester","Aston Villa",1,0,"H",1,0,"H","M Oliver"
"586","E0",2015-01-10,"Sunderland","Liverpool",0,1,"A",0,1,"A","C Pawson"
"587","E0",2015-01-10,"Swansea","West Ham",1,1,"D",0,1,"A","M Dean"
"588","E0",2015-01-10,"West Brom","Hull",1,0,"H",0,0,"D","N Swarbrick"
"589","E0",2015-01-11,"Arsenal","Stoke",3,0,"H",2,0,"H","J Moss"
"590","E0",2015-01-11,"Man United","Southampton",0,1,"A",0,0,"D","P Dowd"
"591","E0",2015-01-17,"Aston Villa","Liverpool",0,2,"A",0,1,"A","M Clattenburg"
"592","E0",2015-01-17,"Burnley","Crystal Palace",2,3,"A",2,1,"H","P Dowd"
"593","E0",2015-01-17,"Leicester","Stoke",0,1,"A",0,0,"D","A Marriner"
"594","E0",2015-01-17,"Newcastle","Southampton",1,2,"A",1,1,"D","R Madley"
"595","E0",2015-01-17,"QPR","Man United",0,2,"A",0,0,"D","N Swarbrick"
"596","E0",2015-01-17,"Swansea","Chelsea",0,5,"A",0,4,"A","J Moss"
"597","E0",2015-01-17,"Tottenham","Sunderland",2,1,"H",1,1,"D","C Foy"
"598","E0",2015-01-18,"Man City","Arsenal",0,2,"A",0,1,"A","M Dean"
"599","E0",2015-01-18,"West Ham","Hull",3,0,"H",0,0,"D","M Atkinson"
"600","E0",2015-01-19,"Everton","West Brom",0,0,"D",0,0,"D","M Oliver"
"601","E0",2015-01-31,"Chelsea","Man City",1,1,"D",1,1,"D","M Clattenburg"
"602","E0",2015-01-31,"Crystal Palace","Everton",0,1,"A",0,1,"A","R East"
"603","E0",2015-01-31,"Hull","Newcastle",0,3,"A",0,1,"A","P Dowd"
"604","E0",2015-01-31,"Liverpool","West Ham",2,0,"H",0,0,"D","A Marriner"
"605","E0",2015-01-31,"Man United","Leicester",3,1,"H",3,0,"H","M Atkinson"
